-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2024 in LST
Location: latitude  32.9348   longitude 72.8576 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 448.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC                     MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_PAR_TOT,T2M,T2M_MAX,T2M_MIN,TS,T2MWET,RH2M,PRECTOTCORR,T2MDEW,WS10M,WS10M_MAX,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UV_INDEX,QV2M,PSC,WSC
2010,10,15,4.91,4.92,5.39,1.6,0.66,2.21,25.92,33.32,20.12,24.34,20.08,50.61,0.0,14.25,1.84,2.62,95.76,8.75,1.22,10.64,90.29,1.49
2010,10,16,5.16,5.18,6.82,1.25,0.7,2.32,25.75,33.3,19.31,24.25,19.65,49.1,0.0,13.55,1.66,2.44,95.75,8.72,1.33,10.17,90.28,1.33
2010,10,17,4.74,4.84,5.2,1.68,0.65,2.16,25.83,32.23,18.99,24.11,19.96,49.75,0.0,14.09,1.32,2.43,95.81,9.06,1.18,10.53,90.34,1.04
2010,10,18,4.17,4.32,3.36,2.02,0.57,1.9,26.16,31.74,21.01,24.67,21.13,54.82,0.0,16.1,0.9,1.44,95.95,9.33,1.05,11.99,90.48,0.69
2010,10,19,4.26,4.51,3.82,1.93,0.59,1.94,25.98,31.58,21.45,25.09,21.79,61.2,0.0,17.61,1.23,1.65,95.95,9.28,1.08,13.17,90.47,0.99
2010,10,20,3.94,4.11,3.09,1.91,0.55,1.78,25.64,31.58,21.23,24.85,21.64,62.9,0.0,17.64,1.52,2.29,95.86,9.09,0.89,13.2,90.38,1.29
2010,10,21,3.82,4.07,2.77,1.98,0.54,1.69,24.4,31.62,19.45,24.0,20.29,62.46,0.03,16.18,2.14,3.01,95.46,8.93,0.84,12.08,89.98,2.04
2010,10,22,4.49,4.56,4.91,1.61,0.64,1.97,21.86,27.76,17.98,22.05,19.89,80.16,10.86,17.92,2.56,5.08,95.21,8.18,1.04,13.53,89.7,2.36
2010,10,23,5.18,5.2,8.03,0.96,0.74,2.23,20.27,26.89,13.96,19.99,15.83,60.21,0.1,11.39,1.8,5.15,95.8,7.03,1.2,8.87,90.23,1.63
2010,10,24,5.19,5.2,8.35,0.81,0.75,2.23,19.82,28.62,13.09,18.67,13.32,46.82,0.0,6.82,2.64,3.11,95.89,7.03,1.15,6.49,90.3,2.28
2010,10,25,5.17,5.18,8.61,0.73,0.75,2.22,20.42,29.14,11.93,18.55,12.31,38.42,0.0,4.21,1.97,3.18,95.99,7.12,1.16,5.42,90.41,1.76
2010,10,26,4.78,4.79,6.64,1.19,0.7,2.05,20.4,28.58,12.03,18.19,12.43,38.8,0.0,4.45,1.48,2.75,96.21,7.21,1.05,5.49,90.61,1.24
2010,10,27,4.73,4.74,6.76,1.1,0.7,2.06,20.42,28.14,14.08,18.14,12.91,39.83,0.0,5.39,1.6,2.19,96.35,7.42,1.06,5.85,90.74,1.29
2010,10,28,4.46,4.66,5.44,1.61,0.66,1.96,20.6,28.97,13.15,18.5,13.47,41.82,0.0,6.34,2.35,3.69,96.27,7.84,1.01,6.27,90.68,1.93
2010,10,29,4.31,4.39,4.9,1.6,0.65,1.89,21.95,28.96,17.81,19.78,14.71,40.75,0.0,7.48,1.15,1.95,96.23,8.19,0.89,6.78,90.66,0.93
2010,10,30,3.79,3.87,3.02,1.92,0.57,1.65,21.43,28.43,16.95,19.77,15.19,46.84,0.0,8.96,1.33,2.36,96.55,8.25,0.71,7.48,90.95,1.14
2010,10,31,4.43,4.44,5.82,1.3,0.67,1.94,20.39,28.59,13.96,19.43,14.63,50.74,0.0,8.87,2.92,4.37,96.57,7.76,0.88,7.4,90.95,2.55
2010,11,1,4.57,4.58,6.86,1.01,0.7,2.01,20.46,28.87,13.09,18.93,14.05,47.16,0.0,7.64,2.19,2.94,96.28,7.69,0.92,6.82,90.68,1.88
2010,11,2,4.49,4.51,6.77,0.99,0.7,1.99,21.08,29.43,15.24,18.89,14.14,43.14,0.0,7.2,1.9,2.64,96.3,7.79,1.0,6.63,90.71,1.56
2010,11,3,4.43,4.44,6.65,1.02,0.69,1.95,21.19,29.3,14.06,18.96,14.26,43.4,0.0,7.34,1.84,2.46,96.45,7.87,0.96,6.68,90.86,1.51
2010,11,4,4.19,4.31,5.42,1.45,0.66,1.85,20.84,28.74,15.81,18.86,14.33,45.33,0.0,7.82,1.81,2.23,96.32,7.99,0.94,6.93,90.73,1.52
2010,11,5,4.02,4.06,4.72,1.46,0.64,1.75,20.52,27.7,15.8,18.3,14.07,45.5,0.0,7.62,1.73,2.78,96.32,7.88,0.85,6.8,90.73,1.44
2010,11,6,3.85,3.94,4.02,1.64,0.61,1.67,20.14,28.47,15.12,18.6,14.03,48.04,0.0,7.92,2.02,3.28,96.25,7.87,0.68,6.98,90.65,1.85
2010,11,7,4.5,4.51,7.69,0.76,0.72,1.97,20.08,29.58,12.67,18.42,13.29,45.1,0.0,6.5,3.3,5.13,96.33,7.5,0.91,6.32,90.73,2.97
2010,11,8,4.39,4.4,7.04,0.92,0.71,1.89,21.15,29.41,13.87,18.33,12.87,36.58,0.0,4.59,1.4,2.46,96.49,7.43,0.84,5.52,90.89,1.18
2010,11,9,4.15,4.15,5.84,1.17,0.68,1.77,20.46,29.24,14.88,17.65,12.09,35.73,0.0,3.72,2.14,2.55,96.64,7.43,0.76,5.2,91.02,1.77
2010,11,10,4.44,4.46,7.65,0.76,0.73,1.91,19.26,28.8,12.77,16.76,11.12,36.75,0.0,2.99,2.46,2.81,96.42,7.3,0.91,4.96,90.8,2.07
2010,11,11,4.28,4.29,6.86,0.95,0.71,1.81,18.82,27.34,13.4,15.86,10.63,35.64,0.0,2.43,1.61,2.5,96.13,7.1,0.87,4.79,90.52,1.32
2010,11,12,4.12,4.13,6.33,1.01,0.69,1.77,18.26,26.25,11.81,15.0,10.83,39.65,16.87,3.4,1.96,2.66,95.93,7.17,0.85,5.12,90.31,1.58
2010,11,13,4.12,4.12,6.44,0.97,0.69,1.77,17.88,26.55,11.26,15.14,10.14,38.28,0.0,2.4,2.07,2.81,95.98,7.21,0.8,4.76,90.35,1.77
2010,11,14,4.14,4.15,6.83,0.88,0.7,1.79,18.58,26.87,12.81,15.28,10.37,35.42,0.0,2.16,1.68,2.65,96.47,7.19,0.8,4.66,90.83,1.38
2010,11,15,4.09,4.1,6.52,0.96,0.7,1.74,17.87,26.9,12.07,15.51,10.27,38.92,0.0,2.66,2.2,2.88,96.53,7.06,0.77,4.83,90.87,1.88
2010,11,16,3.93,3.93,5.79,1.12,0.68,1.65,18.45,26.49,12.57,15.13,10.49,36.86,0.0,2.53,1.39,2.33,96.28,7.01,0.67,4.78,90.65,1.14
2010,11,17,3.58,3.63,4.31,1.39,0.62,1.49,18.43,25.39,13.73,15.36,11.52,41.21,0.0,4.61,1.37,2.45,96.27,7.09,0.59,5.59,90.64,1.11
2010,11,18,3.48,3.59,4.07,1.41,0.61,1.45,17.06,24.99,11.28,14.61,10.84,48.45,0.0,4.63,1.67,2.3,96.34,7.26,0.56,5.62,90.67,1.36
2010,11,19,3.68,3.69,5.17,1.15,0.65,1.57,17.26,24.76,11.63,14.7,11.14,46.15,0.22,5.02,1.21,2.03,96.25,7.41,0.57,5.7,90.6,0.97
2010,11,20,3.94,3.95,6.55,0.89,0.7,1.66,16.63,24.81,10.38,13.91,9.69,42.34,0.0,2.75,2.19,3.24,96.03,6.9,0.68,4.88,90.38,1.8
2010,11,21,3.81,3.98,5.68,1.26,0.68,1.64,15.85,24.43,8.39,13.66,8.99,42.41,0.0,2.12,2.73,3.9,95.91,7.16,0.73,4.68,90.25,2.38
2010,11,22,3.56,3.73,4.56,1.36,0.64,1.5,16.2,24.14,11.8,13.94,8.98,40.0,0.0,1.77,1.61,2.59,96.0,7.15,0.69,4.56,90.34,1.34
2010,11,23,3.58,3.59,4.87,1.21,0.65,1.5,14.88,23.05,9.66,12.16,8.07,42.54,0.0,1.25,1.74,2.44,96.26,6.84,0.63,4.37,90.56,1.46
2010,11,24,3.83,3.84,6.33,0.91,0.7,1.63,16.73,24.56,10.97,13.02,8.39,33.68,0.0,0.06,1.15,1.88,96.29,6.76,0.7,4.01,90.62,0.91
2010,11,25,3.75,3.76,6.15,0.93,0.69,1.6,17.39,25.23,10.38,14.22,10.26,40.51,0.0,3.13,1.29,2.18,96.25,6.88,0.65,4.99,90.59,1.05
2010,11,26,3.89,3.89,7.02,0.76,0.71,1.65,17.0,26.33,11.7,14.75,10.73,46.09,0.0,4.46,2.62,3.61,96.13,6.76,0.7,5.49,90.47,2.24
2010,11,27,3.91,3.92,7.06,0.77,0.72,1.64,15.98,24.91,9.19,13.32,7.78,36.03,0.0,-0.42,2.47,3.4,96.05,6.57,0.69,3.89,90.38,2.12
2010,11,28,3.75,3.76,6.43,0.88,0.7,1.57,16.36,24.01,10.22,12.89,8.49,36.14,0.0,0.62,1.81,3.11,96.31,6.53,0.67,4.2,90.63,1.45
2010,11,29,3.72,3.73,6.53,0.83,0.7,1.57,16.31,24.46,11.12,13.3,9.42,41.95,0.0,2.52,1.95,2.93,96.46,6.7,0.64,4.77,90.78,1.61
2010,11,30,3.78,3.79,6.71,0.81,0.71,1.58,14.99,24.64,7.7,12.57,7.54,39.35,0.0,0.08,2.72,3.46,96.18,6.6,0.65,4.02,90.49,2.41
2010,12,1,3.7,3.72,6.39,0.88,0.7,1.55,14.99,23.87,9.6,11.57,6.5,33.48,0.0,-1.99,1.79,2.62,96.17,6.53,0.65,3.47,90.47,1.5
2010,12,2,3.71,3.72,6.53,0.83,0.7,1.54,14.39,22.51,9.44,10.32,5.9,32.93,0.0,-2.59,1.83,2.65,96.47,6.43,0.57,3.3,90.74,1.5
2010,12,3,3.71,3.72,6.7,0.82,0.71,1.55,14.13,22.69,9.6,10.13,5.34,31.0,0.0,-3.44,1.65,2.65,96.48,6.45,0.6,3.09,90.75,1.36
2010,12,4,3.81,3.83,7.69,0.64,0.73,1.63,13.57,20.98,9.28,9.5,5.01,31.41,0.0,-3.55,1.65,2.48,96.36,6.46,0.62,3.07,90.63,1.34
2010,12,5,3.67,3.7,7.0,0.7,0.71,1.57,13.87,21.8,9.07,9.47,5.41,32.41,0.0,-3.05,1.27,1.99,96.26,6.59,0.51,3.19,90.54,1.0
2010,12,6,3.42,3.45,5.38,1.02,0.66,1.42,12.23,19.47,4.82,9.1,5.6,41.56,0.0,-1.02,1.61,2.94,96.36,6.58,0.47,3.69,90.6,1.34
2010,12,7,3.19,3.19,4.49,1.11,0.62,1.3,12.81,19.67,8.11,9.45,6.82,45.05,0.0,0.83,1.29,2.61,96.42,6.49,0.45,4.22,90.66,1.06
2010,12,8,3.28,3.32,4.88,1.08,0.64,1.34,12.01,21.25,5.64,9.85,5.92,45.67,0.0,-0.17,3.01,4.05,96.08,6.4,0.51,3.95,90.33,2.64
2010,12,9,3.32,3.34,5.33,0.96,0.65,1.37,12.94,21.84,7.17,10.16,5.92,40.32,0.0,-1.09,1.63,2.65,96.01,6.46,0.49,3.73,90.29,1.41
2010,12,10,3.27,3.28,5.19,0.98,0.64,1.38,13.35,22.54,7.77,11.48,7.77,49.37,0.0,2.19,1.9,3.46,95.92,6.85,0.49,4.7,90.21,1.73
2010,12,11,3.61,3.63,6.72,0.77,0.71,1.52,13.17,22.03,7.83,10.02,5.62,37.81,0.0,-1.93,2.55,3.91,95.85,6.54,0.58,3.49,90.14,2.13
2010,12,12,3.3,3.67,4.65,1.35,0.65,1.42,12.27,20.95,4.95,10.35,4.72,37.17,0.0,-2.83,2.58,3.85,95.61,6.88,0.63,3.29,89.9,2.35
2010,12,13,3.18,3.26,4.41,1.21,0.63,1.31,12.8,20.35,9.38,10.17,6.2,42.38,0.0,-0.4,1.61,2.92,96.08,6.63,0.53,3.88,90.34,1.37
2010,12,14,3.45,3.47,5.95,0.91,0.68,1.43,11.95,20.94,5.12,9.0,4.62,38.94,0.0,-2.7,2.74,3.72,96.32,6.54,0.54,3.26,90.56,2.35
2010,12,15,3.35,3.37,5.34,1.0,0.66,1.39,12.88,20.77,5.15,9.43,4.45,32.06,0.0,-3.97,2.12,3.75,96.23,6.85,0.53,2.97,90.49,1.76
2010,12,16,3.27,3.4,4.57,1.28,0.65,1.36,12.93,19.3,8.95,8.99,5.42,35.97,0.0,-2.09,1.15,1.66,96.3,6.61,0.52,3.41,90.55,0.91
2010,12,17,3.21,3.27,4.27,1.33,0.64,1.33,12.19,19.05,8.15,7.71,4.82,36.49,0.0,-2.54,1.03,2.04,96.32,6.45,0.46,3.29,90.56,0.82
2010,12,18,3.56,3.57,6.13,0.92,0.71,1.49,10.83,19.79,3.92,7.77,3.49,37.11,0.0,-3.86,3.0,4.06,96.44,6.25,0.5,2.97,90.65,2.6
2010,12,19,3.16,3.44,4.03,1.48,0.63,1.33,10.46,21.28,4.21,7.8,2.29,33.53,0.0,-5.88,3.02,3.51,96.75,6.6,0.48,2.53,90.93,2.61
2010,12,20,3.5,3.55,6.15,0.84,0.7,1.51,11.28,21.88,4.49,8.53,2.04,28.47,0.0,-7.2,3.28,4.13,96.71,6.7,0.58,2.28,90.91,2.9
2010,12,21,3.49,3.5,6.21,0.87,0.69,1.5,13.12,22.32,8.06,9.43,3.58,27.27,0.0,-5.95,2.04,3.16,96.22,6.7,0.61,2.56,90.49,1.71
2010,12,22,3.56,3.62,6.73,0.85,0.71,1.52,11.56,18.79,6.71,7.75,3.66,33.67,0.0,-4.25,1.62,2.18,95.86,6.47,0.61,2.9,90.12,1.3
2010,12,23,3.39,3.43,5.16,1.17,0.67,1.42,11.03,20.18,4.63,7.44,3.54,36.19,0.0,-3.94,1.79,3.06,96.04,6.27,0.47,2.96,90.27,1.54
2010,12,24,3.33,3.36,4.7,1.22,0.66,1.39,10.51,20.15,5.59,8.19,2.35,32.62,0.0,-5.82,2.6,3.48,96.32,6.49,0.44,2.55,90.53,2.35
2010,12,25,3.34,3.52,4.92,1.29,0.66,1.4,11.22,20.32,4.55,7.7,1.33,25.71,0.0,-8.56,2.28,3.28,96.22,6.76,0.51,2.06,90.44,1.95
2010,12,26,3.37,3.39,4.97,1.14,0.67,1.39,11.7,19.66,6.38,7.72,2.13,26.48,0.0,-7.44,1.26,2.03,96.27,6.49,0.49,2.23,90.5,1.0
2010,12,27,3.43,3.45,5.22,1.11,0.68,1.42,10.86,19.51,4.55,7.15,1.7,27.56,0.0,-7.45,1.67,2.72,96.39,6.2,0.54,2.22,90.6,1.38
2010,12,28,2.8,3.31,2.6,1.54,0.55,1.19,10.44,20.18,3.55,8.76,1.87,30.69,0.0,-6.71,2.62,3.47,96.42,6.95,0.47,2.38,90.62,2.4
2010,12,29,1.88,3.02,1.11,1.31,0.37,0.8,12.1,18.48,7.46,10.16,4.72,36.97,0.04,-2.67,1.9,2.79,96.3,7.7,0.32,3.32,90.54,1.56
2010,12,30,0.73,2.49,0.08,0.63,0.14,0.35,11.4,16.19,8.64,10.56,8.83,71.99,13.2,6.26,1.65,2.21,96.05,8.28,0.12,6.21,90.29,1.42
2010,12,31,2.78,3.13,3.16,1.36,0.55,1.19,11.71,16.96,7.38,10.05,8.59,68.21,1.46,5.47,1.21,2.6,96.12,7.05,0.34,5.89,90.37,0.96
2011,1,1,3.8,3.84,8.01,0.56,0.74,1.6,9.53,17.54,4.08,7.64,5.36,59.04,0.0,1.18,2.0,3.37,96.4,6.05,0.56,4.32,90.58,1.7
2011,1,2,3.81,3.94,7.94,0.65,0.74,1.57,9.24,17.88,2.25,7.19,3.8,49.59,0.0,-1.65,2.26,3.39,96.3,5.94,0.59,3.52,90.48,2.0
2011,1,3,1.78,3.77,2.51,0.87,0.35,0.78,8.92,17.0,2.68,7.0,3.36,48.22,0.0,-2.21,2.13,2.9,96.54,7.1,0.37,3.36,90.71,1.81
2011,1,4,1.58,3.72,1.39,1.07,0.31,0.7,8.21,16.82,2.41,6.94,2.59,48.5,0.0,-3.03,2.88,3.93,96.51,7.16,0.33,3.16,90.66,2.65
2011,1,5,3.1,3.71,4.46,1.21,0.6,1.3,8.71,18.5,1.88,6.6,2.06,41.87,0.0,-4.58,2.91,3.71,96.45,6.4,0.54,2.81,90.62,2.62
2011,1,6,2.54,3.55,3.24,1.22,0.49,1.1,9.22,17.18,4.21,6.3,2.37,39.7,0.0,-4.48,2.21,2.94,96.59,6.85,0.43,2.85,90.75,1.91
2011,1,7,2.12,3.31,2.33,1.13,0.41,0.89,10.83,18.61,3.0,7.9,3.54,38.82,0.0,-3.74,2.06,3.66,96.33,7.18,0.37,3.01,90.54,1.86
2011,1,8,2.12,3.13,1.73,1.29,0.4,0.9,11.84,18.65,6.7,9.17,4.63,38.67,0.0,-2.58,1.31,2.4,96.21,7.21,0.34,3.29,90.45,1.11
2011,1,9,3.26,3.84,5.61,0.98,0.62,1.4,9.62,19.24,3.7,7.99,3.93,48.3,0.0,-1.76,3.25,4.22,96.43,6.51,0.55,3.48,90.62,2.89
2011,1,10,3.48,3.77,5.6,1.02,0.66,1.5,9.92,18.75,3.66,7.88,3.05,40.75,0.0,-3.82,2.73,3.95,96.43,6.79,0.61,3.0,90.62,2.36
2011,1,11,3.49,3.51,5.07,1.17,0.66,1.48,11.75,19.92,6.0,9.99,4.71,40.68,0.0,-2.33,2.35,3.37,96.16,6.86,0.57,3.38,90.4,2.07
2011,1,12,3.69,3.77,6.14,0.98,0.69,1.57,12.63,20.98,6.65,9.77,5.96,42.08,0.0,-0.71,1.81,2.55,96.04,6.53,0.64,3.78,90.3,1.52
2011,1,13,3.33,3.41,4.16,1.32,0.62,1.41,12.3,19.23,7.22,9.36,6.03,43.6,0.0,-0.24,1.95,3.13,96.04,6.71,0.49,3.93,90.31,1.57
2011,1,14,1.97,2.64,0.94,1.4,0.36,0.82,9.69,17.29,5.48,8.27,5.53,58.79,3.24,1.38,2.99,4.73,95.8,7.18,0.25,4.41,90.03,2.73
2011,1,15,3.14,3.15,2.97,1.57,0.58,1.24,8.98,16.92,3.8,6.81,3.44,51.94,0.2,-2.1,2.16,3.64,96.18,6.09,0.36,3.51,90.37,2.03
2011,1,16,2.41,3.95,1.35,1.86,0.44,1.07,7.6,16.57,1.09,6.72,1.75,46.32,0.0,-4.1,3.66,5.14,96.46,6.73,0.45,2.92,90.6,3.4
2011,1,17,2.91,3.71,2.76,1.59,0.53,1.29,10.36,16.72,4.72,8.33,3.67,41.29,0.0,-3.02,1.77,2.94,96.11,7.01,0.53,3.18,90.33,1.58
2011,1,18,3.98,3.99,6.93,0.88,0.72,1.69,11.26,18.79,6.32,9.85,5.32,45.77,0.0,-0.63,2.47,3.16,96.25,6.23,0.63,3.81,90.47,2.16
2011,1,19,4.16,4.3,7.93,0.84,0.75,1.75,9.66,19.33,3.01,8.78,3.53,46.25,0.0,-2.6,3.8,5.46,96.27,6.4,0.69,3.27,90.46,3.5
2011,1,20,2.18,3.67,0.82,1.69,0.39,0.97,12.63,20.57,6.37,10.18,4.84,36.48,0.0,-2.95,1.83,2.74,96.33,7.68,0.47,3.26,90.58,1.57
2011,1,21,3.91,3.92,5.99,1.07,0.69,1.66,11.58,20.12,6.02,11.06,6.54,52.83,0.0,1.5,2.67,3.33,96.51,6.62,0.66,4.41,90.73,2.5
2011,1,22,3.98,4.08,6.54,0.97,0.7,1.69,12.82,21.06,7.4,10.29,6.13,42.26,0.0,-0.55,2.46,3.49,96.47,6.54,0.62,3.81,90.71,1.98
2011,1,23,4.18,4.19,7.27,0.87,0.73,1.75,12.54,21.26,6.62,10.02,5.23,38.95,0.0,-2.07,2.1,2.44,96.6,6.18,0.65,3.4,90.83,1.74
2011,1,24,4.17,4.19,6.9,0.96,0.72,1.74,11.8,20.58,6.19,9.44,4.45,38.28,0.0,-2.9,1.98,2.75,96.54,6.08,0.65,3.19,90.76,1.64
2011,1,25,4.19,4.21,7.05,0.95,0.72,1.74,11.39,19.6,5.25,8.96,3.96,37.94,0.0,-3.46,1.6,2.89,96.55,6.0,0.65,3.05,90.77,1.33
2011,1,26,4.12,4.13,6.4,1.06,0.7,1.69,11.27,20.15,5.94,9.12,3.66,36.78,0.0,-3.95,2.28,3.07,96.89,6.05,0.67,2.94,91.08,1.95
2011,1,27,4.19,4.24,6.74,1.0,0.71,1.74,11.14,21.18,4.41,9.12,2.77,33.07,0.0,-5.61,3.09,4.68,96.82,6.52,0.65,2.57,91.01,2.59
2011,1,28,2.88,4.03,2.06,1.87,0.49,1.25,13.48,21.1,6.86,10.54,4.02,28.5,0.0,-5.44,1.78,3.66,96.46,7.25,0.56,2.61,90.72,1.51
2011,1,29,1.24,3.65,0.1,1.07,0.21,0.59,10.6,13.42,7.53,8.35,4.82,46.09,0.27,-0.96,1.38,2.35,96.45,7.74,0.28,3.77,90.66,1.18
2011,1,30,3.9,4.03,5.05,1.37,0.65,1.66,11.33,19.01,5.81,11.2,7.25,60.37,0.06,3.17,1.82,2.9,96.7,7.13,0.56,4.95,90.9,1.67
2011,1,31,4.25,4.28,6.49,1.06,0.7,1.82,12.65,21.5,6.52,11.74,7.05,49.59,0.0,1.44,2.54,3.07,96.72,6.68,0.68,4.38,90.95,2.17
2011,2,1,3.84,4.32,4.72,1.72,0.63,1.68,14.18,24.17,7.63,13.28,6.73,39.27,0.0,-0.72,3.12,4.64,96.53,6.82,0.74,3.75,90.8,2.8
2011,2,2,3.83,4.13,3.9,1.69,0.62,1.69,15.3,23.75,7.81,13.57,7.38,36.22,0.0,-0.55,2.89,4.72,96.49,7.5,0.83,3.83,90.78,2.52
2011,2,3,2.17,4.07,0.53,1.72,0.35,1.01,16.07,25.31,9.97,16.06,10.08,47.79,0.1,4.09,3.48,5.96,96.47,8.23,0.6,5.43,90.78,3.44
2011,2,4,1.48,4.0,0.11,1.28,0.24,0.71,16.12,24.42,10.77,15.52,10.77,53.21,0.96,5.42,2.67,4.47,96.35,8.03,0.44,5.87,90.66,2.51
2011,2,5,2.64,4.04,0.95,1.96,0.42,1.18,14.57,22.3,9.1,14.38,9.9,57.44,0.36,5.23,3.4,5.65,96.17,7.72,0.54,5.77,90.47,3.24
2011,2,6,1.98,3.56,0.42,1.6,0.31,0.89,15.01,22.56,9.08,14.91,11.14,63.14,1.86,7.27,3.75,6.43,95.84,8.12,0.36,6.65,90.17,3.15
2011,2,7,2.61,3.59,2.02,1.5,0.41,1.09,11.02,16.74,7.12,11.15,8.9,77.11,10.78,6.77,3.57,5.52,95.62,7.3,0.4,6.45,89.88,3.14
2011,2,8,4.8,4.81,8.46,0.7,0.74,2.09,11.17,20.0,4.9,10.99,6.76,60.14,0.09,2.35,2.98,3.7,96.17,6.56,0.9,4.73,90.4,2.69
2011,2,9,4.48,4.8,6.61,1.3,0.69,1.96,11.47,20.91,5.22,10.65,5.19,45.65,0.0,-1.08,3.04,4.04,96.04,6.93,0.9,3.73,90.29,2.76
2011,2,10,4.24,4.79,5.09,1.71,0.64,1.86,11.65,21.15,5.16,10.66,5.1,44.14,0.0,-1.46,3.64,5.21,96.22,7.22,0.8,3.59,90.45,3.33
2011,2,11,2.06,4.39,0.31,1.7,0.31,0.98,11.0,17.13,5.56,9.7,6.17,53.8,2.33,1.33,3.42,5.26,96.44,7.76,0.54,4.44,90.65,3.31
2011,2,12,1.29,4.32,0.08,1.1,0.19,0.65,12.86,19.97,8.9,12.37,9.54,65.64,1.41,6.22,3.94,5.55,96.2,8.3,0.41,6.23,90.46,3.78
2011,2,13,0.77,4.28,0.16,0.65,0.11,0.4,11.37,14.44,9.54,10.95,10.72,91.67,27.51,10.06,2.82,5.51,95.83,8.31,0.22,8.05,90.09,2.69
2011,2,14,3.22,4.26,2.48,1.76,0.47,1.4,11.2,15.72,7.55,10.31,10.1,86.62,11.39,9.01,1.77,2.74,95.88,7.49,0.61,7.51,90.13,1.54
2011,2,15,4.84,4.87,6.76,1.18,0.7,2.07,11.45,20.0,5.12,11.23,8.23,69.31,0.0,5.01,3.1,3.68,95.94,6.66,0.79,5.7,90.19,2.87
2011,2,16,4.24,4.98,5.7,1.27,0.61,1.84,11.97,18.93,5.36,10.89,7.05,53.95,2.96,2.13,1.41,2.92,96.05,7.13,0.74,4.64,90.31,1.23
2011,2,17,4.78,4.94,6.38,1.29,0.68,2.05,11.83,19.51,5.14,10.99,7.12,55.48,0.19,2.4,2.85,4.19,96.39,6.71,0.81,4.71,90.62,2.45
2011,2,18,3.52,4.81,1.77,2.44,0.5,1.54,10.86,18.64,4.67,10.33,6.13,55.25,0.43,1.39,2.94,4.12,96.24,7.22,0.66,4.43,90.46,2.64
2011,2,19,2.88,4.54,2.06,1.72,0.41,1.27,12.43,19.28,6.44,11.67,7.93,57.04,0.2,3.44,1.63,2.46,96.43,7.85,0.55,5.09,90.67,1.37
2011,2,20,2.58,4.48,1.56,1.56,0.36,1.16,10.49,14.41,6.06,9.33,8.36,75.28,0.08,6.22,1.44,2.75,96.73,7.64,0.51,6.13,90.91,1.21
2011,2,21,4.74,5.26,5.72,1.74,0.66,2.08,12.3,22.05,4.18,12.44,7.74,60.27,0.0,3.18,2.89,3.41,96.68,7.0,1.01,4.99,90.9,2.81
2011,2,22,3.58,5.2,1.69,2.5,0.49,1.61,12.43,17.95,8.22,11.1,7.4,52.08,0.0,2.37,2.23,3.2,96.38,7.56,0.9,4.71,90.63,2.11
